date,cdr_close,cdr_volume,cdr_ret,is_trading_day
2023-05-19,113.69999694824219,472566,0.03835613651362735,True
2023-05-22,118.05000305175781,467731,0.03825862990564377,True
2023-05-23,121.0,576203,0.024989384769001477,True
2023-05-24,114.3499984741211,537854,-0.054958690296519896,True
2023-05-25,114.19999694824219,218615,-0.0013117754952384209,True
2023-05-26,118.9000015258789,379637,0.04115590808436598,True
2023-05-29,125.0,822101,0.051303602992750275,True
2023-05-30,123.44999694824219,592288,-0.012400024414062516,True
2023-05-31,121.19999694824219,571198,-0.018226002880691317,True
2023-06-01,124.0,228307,0.023102335992248646,True
2023-06-02,128.4499969482422,474348,0.03588707216324338,True
2023-06-05,130.6999969482422,479019,0.01751654381826584,True
2023-06-06,132.60000610351562,721822,0.014537178268074769,True
2023-06-07,131.0,301968,-0.012066410481659906,True
2023-06-09,129.35000610351562,533344,-0.01259537325560589,True
2023-06-12,141.39999389648438,1584134,0.09315799941536484,True
2023-06-13,140.3000030517578,440282,-0.007779284951962895,True
2023-06-14,159.0,1352766,0.13328579145749275,True
2023-06-15,168.25,1428362,0.05817610062893075,True
2023-06-16,170.0,1616168,0.010401188707280795,True
2023-06-19,165.8000030517578,587152,-0.024705864401424638,True
2023-06-20,156.0500030517578,805024,-0.05880578902616995,True
2023-06-21,154.8000030517578,580036,-0.00801025296734792,True
2023-06-22,155.60000610351562,320138,0.005167978268646012,True
2023-06-23,152.0,345374,-0.023136285104774723,True
2023-06-26,152.10000610351562,426203,0.0006579348915500827,True
2023-06-27,147.3000030517578,449026,-0.03155820420211586,True
2023-06-28,150.85000610351562,455125,0.024100495439300262,True
2023-06-29,154.64999389648438,353347,0.025190504734624586,True
2023-06-30,154.85000610351562,216562,0.0012933217906567762,True
2023-07-03,155.0,270689,0.0009686399132855517,True
2023-07-04,151.6999969482422,205865,-0.021290342269405294,True
2023-07-05,143.35000610351562,493622,-0.055042788481897365,True
2023-07-06,144.8000030517578,280648,0.010115081175477103,True
2023-07-07,145.0,194668,0.0013811943648280867,True
2023-07-10,145.5,133594,0.0034482758620688614,True
2023-07-11,144.5500030517578,127768,-0.00652918864771268,True
2023-07-12,150.5,302756,0.041162205621757986,True
2023-07-13,154.0500030517578,386534,0.023588060144570155,True
2023-07-14,154.1999969482422,179123,0.0009736701948261928,True
2023-07-17,159.5,283203,0.03437096729344802,True
2023-07-18,159.4499969482422,159922,-0.0003134987571022929,True
2023-07-19,160.0,232119,0.003449376370551649,True
2023-07-20,160.1999969482422,167285,0.0012499809265136275,True
2023-07-21,159.75,251656,-0.002808969767880698,True
2023-07-24,158.25,200447,-0.009389671361502372,True
2023-07-25,157.75,183936,-0.003159557661927326,True
2023-07-26,157.85000610351562,184105,0.0006339531126189346,True
2023-07-27,164.3000030517578,541173,0.0408615565336905,True
2023-07-28,164.39999389648438,243327,0.00060858699250943,True
2023-07-31,163.35000610351562,304425,-0.006386787298969576,True
2023-08-01,160.8000030517578,202070,-0.015610670073326283,True
2023-08-02,159.3000030517578,246522,-0.009328358031916117,True
2023-08-03,162.6999969482422,264370,0.02134333855210091,True
2023-08-04,163.10000610351562,208629,0.0024585689168801217,True
2023-08-07,162.4499969482422,110863,-0.00398534108491011,True
2023-08-08,159.85000610351562,142971,-0.016004868535361982,True
2023-08-09,155.3000030517578,175248,-0.02846420317814269,True
2023-08-10,159.5,144452,0.02704440995305335,True
2023-08-11,157.25,122062,-0.014106583072100332,True
2023-08-14,157.25,80213,0.0,True
2023-08-16,150.0500030517578,301650,-0.04578694402697736,True
2023-08-17,149.39999389648438,183961,-0.00433195029692357,True
2023-08-18,154.0,209938,0.030789868081941618,True
2023-08-21,155.60000610351562,239465,0.010389650022828656,True
2023-08-22,157.10000610351562,205533,0.009640102449623988,True
2023-08-23,159.8000030517578,238256,0.017186485317276956,True
2023-08-24,154.9499969482422,225661,-0.03035047566266158,True
2023-08-25,156.10000610351562,160789,0.007421808182787926,True
2023-08-28,154.85000610351562,128854,-0.008007687066783786,True
2023-08-29,155.9499969482422,128467,0.007103589288793621,True
2023-08-30,153.5500030517578,145445,-0.015389509095539822,True
2023-08-31,147.5500030517578,580779,-0.03907521902150368,True
2023-09-01,150.4499969482422,232537,0.019654312683864195,True
2023-09-04,156.3000030517578,454896,0.038883391307267035,True
2023-09-05,153.5500030517578,255934,-0.01759436945813342,True
2023-09-06,151.0,224520,-0.016606987958823205,True
2023-09-07,147.85000610351562,261125,-0.020860886731684625,True
2023-09-08,154.10000610351562,270852,0.04227257180918964,True
2023-09-11,156.25,245177,0.013951939074162922,True
2023-09-12,156.6999969482422,196776,0.002879980468750043,True
2023-09-13,155.89999389648438,199607,-0.005105316319961695,True
2023-09-14,155.64999389648438,210628,-0.0016035921089644356,True
2023-09-15,154.25,937817,-0.008994500169498543,True
2023-09-18,153.3000030517578,208026,-0.00615881327871759,True
2023-09-19,148.39999389648438,384652,-0.03196352940462155,True
2023-09-20,153.0,248489,0.030997346985905727,True
2023-09-21,148.60000610351562,430891,-0.02875813004238159,True
2023-09-22,148.6999969482422,220422,0.0006728858722717668,True
2023-09-25,149.39999389648438,394342,0.004707444267707972,True
2023-09-26,141.10000610351562,715132,-0.0555554761181557,True
2023-09-27,135.0,548711,-0.04323179191814108,True
2023-09-28,123.69999694824219,1150766,-0.0837037263093171,True
2023-09-29,125.19999694824219,529601,0.012126111859385169,True
2023-10-02,120.80000305175781,366472,-0.03514372207455674,True
2023-10-03,129.10000610351562,719961,0.06870863279863992,True
2023-10-04,126.55000305175781,449997,-0.01975215283656262,True
2023-10-05,118.75,613004,-0.061635739736550454,True
2023-10-06,107.5999984741211,1251997,-0.09389474969161182,True
2023-10-09,109.55000305175781,504617,0.01812271938001664,True
2023-10-10,112.30000305175781,482899,0.025102692135031246,True
2023-10-11,109.69999694824219,410227,-0.02315232442440196,True
2023-10-12,105.55000305175781,496068,-0.03783039208690586,True
2023-10-13,105.9000015258789,397778,0.0033159494457757344,True
2023-10-16,101.6500015258789,563294,-0.040132199610605546,True
2023-10-17,105.3499984741211,451954,0.03639937917069491,True
2023-10-18,104.4000015258789,486756,-0.009017531675385326,True
2023-10-19,105.1500015258789,201897,0.007183907940979228,True
2023-10-20,104.5999984741211,232999,-0.005230651866633074,True
2023-10-23,103.44999694824219,258683,-0.010994278610466979,True
2023-10-24,103.6500015258789,236356,0.001933345418432264,True
2023-10-25,105.5999984741211,406034,0.018813284317755752,True
2023-10-26,106.55000305175781,336988,0.00899625560003714,True
2023-10-27,106.69999694824219,255269,0.001407732446629062,True
2023-10-30,105.0,226759,-0.015932492941558518,True
2023-10-31,105.0,214824,0.0,True
2023-11-02,108.3499984741211,494546,0.031904747372581754,True
2023-11-03,110.0,339613,0.015228440693268785,True
2023-11-06,109.5999984741211,243416,-0.003636377507990063,True
2023-11-07,109.5,210184,-0.0009123948495738388,True
2023-11-08,108.25,125942,-0.011415525114155223,True
2023-11-09,110.0,190796,0.01616628175519641,True
2023-11-10,109.19999694824219,204035,-0.007272755015980126,True
2023-11-13,107.69999694824219,194102,-0.013736264120144281,True
2023-11-14,114.0999984741211,555080,0.059424342685493015,True
2023-11-15,114.0,424386,-0.0008764108278561666,True
2023-11-16,112.5999984741211,309444,-0.012280715139288634,True
2023-11-17,113.1500015258789,164063,0.004884574238109174,True
2023-11-20,113.8499984741211,342438,0.006186451072049515,True
2023-11-21,113.19999694824219,186647,-0.0057092800578882885,True
2023-11-22,113.8499984741211,211039,0.00574206310426062,True
2023-11-23,110.4000015258789,221118,-0.03030300390409224,True
2023-11-24,111.94999694824219,132684,0.014039813414313596,True
2023-11-27,109.5999984741211,199037,-0.020991501011005553,True
2023-11-28,107.94999694824219,384126,-0.015054758657396361,True
2023-11-29,104.19999694824219,1146698,-0.034738305752782694,True
2023-11-30,108.8499984741211,693059,0.04462573572040163,True
2023-12-01,111.0,414055,0.01975196652290312,True
2023-12-04,106.69999694824219,668543,-0.03873876623205241,True
2023-12-05,107.75,486950,0.009840703671876838,True
2023-12-06,108.5,238782,0.006960556844547661,True
2023-12-07,108.25,261477,-0.0023041474654378336,True
2023-12-08,112.1500015258789,381749,0.03602772772174512,True
2023-12-11,113.8499984741211,415342,0.015158242756242002,True
2023-12-12,113.30000305175781,173024,-0.004830877731529348,True
2023-12-13,112.8499984741211,230773,-0.003971796694755114,True
2023-12-14,114.0,281546,0.010190532046330691,True
2023-12-15,114.4000015258789,755118,0.003508785314727314,True
2023-12-18,115.30000305175781,450394,0.007867146100302369,True
2023-12-19,116.5,424431,0.010407605520214247,True
2023-12-20,116.0,260047,-0.0042918454935622075,True
2023-12-21,116.0,320409,0.0,True
2023-12-22,116.5,303527,0.004310344827586299,True
2023-12-27,115.0,357764,-0.012875536480686733,True
2023-12-28,115.69999694824219,268861,0.006086929984714606,True
2023-12-29,115.0,164252,-0.006050103428743681,True
2024-01-02,111.9000015258789,399398,-0.026956508470618257,True
2024-01-03,111.6500015258789,390528,-0.002234137592412644,True
2024-01-04,112.25,211875,0.005373922668348685,True
2024-01-05,111.0999984741211,509914,-0.010245002457718533,True
2024-01-08,110.25,133249,-0.007650751447301651,True
2024-01-09,111.44999694824219,225119,0.010884326061153526,True
2024-01-10,111.19999694824219,199370,-0.002243158428403502,True
2024-01-11,107.5999984741211,385541,-0.032374087885961966,True
2024-01-12,108.0,230382,0.003717486352707633,True
2024-01-15,106.6500015258789,259067,-0.012499985871491592,True
2024-01-16,105.0,315846,-0.015471181455900207,True
2024-01-17,100.0,651055,-0.04761904761904767,True
2024-01-18,99.9000015258789,594224,-0.0009999847412109908,True
2024-01-19,99.19999694824219,506057,-0.007007052722170171,True
2024-01-22,101.55000305175781,248633,0.02368957838518626,True
2024-01-23,103.75,466631,0.02166417412238686,True
2024-01-24,105.5,304587,0.01686746987951815,True
2024-01-25,106.3499984741211,478910,0.008056857574607612,True
2024-01-26,105.1500015258789,232329,-0.011283469350817033,True
2024-01-29,105.0,185957,-0.0014265480142859888,True
2024-01-30,103.80000305175781,316217,-0.011428542364211314,True
2024-01-31,104.75,274878,0.009152186130172657,True
2024-02-01,104.80000305175781,202703,0.000477356102699833,True
2024-02-02,104.19999694824219,225095,-0.005725248912629266,True
2024-02-05,108.94999694824219,491632,0.04558541400302918,True
2024-02-06,108.3499984741211,240257,-0.005507099503693658,True
2024-02-07,108.30000305175781,278601,-0.0004614252244333761,True
2024-02-08,110.0,493498,0.01569710895972687,True
2024-02-09,111.19999694824219,212739,0.010909063165838173,True
2024-02-12,113.3499984741211,304140,0.01933454662664813,True
2024-02-13,109.30000305175781,320700,-0.035729999796055845,True
2024-02-14,110.30000305175781,203121,0.009149130577118747,True
2024-02-15,113.75,524823,0.03127830328910597,True
2024-02-16,114.5,334885,0.00659340659340657,True
2024-02-19,114.0999984741211,329348,-0.0034934631081127154,True
2024-02-20,114.75,468422,0.00569677067985519,True
2024-02-21,113.5,494349,-0.01089324618736387,True
2024-02-22,115.44999694824219,264746,0.017180589852354045,True
2024-02-23,114.8499984741211,222237,-0.005197041922747614,True
2024-02-26,113.9000015258789,160782,-0.008271632223454062,True
2024-02-27,115.30000305175781,211441,0.012291496989671469,True
2024-02-28,111.0999984741211,278646,-0.036426751660633916,True
2024-02-29,109.69999694824219,363039,-0.01260127403336564,True
2024-03-01,110.3499984741211,147171,0.005925264758080084,True
2024-03-04,105.9000015258789,329817,-0.04032620761010508,True
2024-03-05,105.4000015258789,173831,-0.0047214352483064825,True
2024-03-06,107.0,151204,0.015180250957854469,True
2024-03-07,107.75,268902,0.007009345794392496,True
2024-03-08,110.69999694824219,425118,0.027378161932642087,True
2024-03-11,117.0999984741211,921374,0.057813926850162733,True
2024-03-12,117.6500015258789,863119,0.004696866429757973,True
2024-03-13,116.5,340744,-0.0097747684739804,True
2024-03-14,117.8499984741211,458565,0.011587969734945025,True
2024-03-15,116.1500015258789,963575,-0.014425090965236587,True
2024-03-18,112.5,557815,-0.031424894342904186,True
2024-03-19,111.0999984741211,282810,-0.012444458007812464,True
2024-03-20,112.9000015258789,234726,0.016201647853101298,True
2024-03-21,114.30000305175781,308211,0.012400367643555787,True
2024-03-22,114.9000015258789,273887,0.005249330342094627,True
2024-03-25,115.30000305175781,243560,0.0034813013104164625,True
2024-03-26,113.0,522706,-0.019947987778676346,True
2024-03-27,115.4000015258789,315277,0.02123895155645039,True
2024-03-28,116.9000015258789,558605,0.012998266725877006,True
2024-04-02,115.6500015258789,1692229,-0.010692899774883968,True
2024-04-03,114.0,436705,-0.0142671984791084,True
2024-04-04,116.9000015258789,354939,0.02543860987613078,True
2024-04-05,116.05000305175781,372071,-0.007271158794064925,True
2024-04-08,117.0,193074,0.008186100157347553,True
2024-04-09,117.0999984741211,373870,0.0008546878130009095,True
2024-04-10,115.0,306001,-0.017933377467850176,True
2024-04-11,118.69999694824219,539574,0.03217388650645381,True
2024-04-12,118.5,235661,-0.0016848942997815808,True
2024-04-15,115.5,317370,-0.025316455696202556,True
2024-04-16,111.55000305175781,445099,-0.034199107776988646,True
2024-04-17,112.44999694824219,326580,0.008068075946773279,True
2024-04-18,112.69999694824219,338970,0.002223210376031126,True
2024-04-19,113.19999694824219,195122,0.004436557351723991,True
2024-04-22,116.25,285597,0.026943490582887142,True
2024-04-23,115.75,364389,-0.004301075268817178,True
2024-04-24,116.1500015258789,276867,0.0034557367246557114,True
2024-04-25,114.5999984741211,201047,-0.013344838841112372,True
2024-04-26,116.1500015258789,176839,0.013525332219858965,True
2024-04-29,117.8499984741211,222908,0.014636219766759329,True
2024-04-30,118.5,244947,0.005515498806066166,True
2024-05-02,119.55000305175781,528880,0.00886078524690137,True
2024-05-06,124.0999984741211,695889,0.03805935011472483,True
2024-05-07,128.5,654081,0.0354552907331136,True
2024-05-08,131.8000030517578,901842,0.025680957601228016,True
2024-05-09,131.5,248695,-0.002276199126034939,True
2024-05-10,131.75,311155,0.0019011406844107182,True
2024-05-13,140.85000610351562,946280,0.06907025505514697,True
2024-05-14,143.0500030517578,867007,0.01561943097556795,True
2024-05-15,139.64999389648438,585313,-0.02376797681048115,True
2024-05-16,142.89999389648438,482213,0.023272467898631355,True
2024-05-17,141.10000610351562,214075,-0.012596136248071876,True
2024-05-20,142.64999389648438,281552,0.01098502994983308,True
2024-05-21,142.5,378599,-0.0010514819691700428,True
2024-05-22,145.0,620697,0.01754385964912286,True
2024-05-23,142.14999389648438,444037,-0.01965521450700436,True
2024-05-24,139.39999389648438,375094,-0.01934576235017349,True
2024-05-27,139.75,202270,0.0025108042958419396,True
2024-05-28,139.1999969482422,431776,-0.003935621121701649,True
2024-05-29,130.3000030517578,1269988,-0.06393673916382059,True
2024-05-31,130.3000030517578,926449,0.0,True
2024-06-03,134.25,523314,0.030314634349418723,True
2024-06-04,132.39999389648438,458703,-0.01378030617143855,True
2024-06-05,133.1999969482422,321197,0.006042319400583196,True
2024-06-06,132.5,225198,-0.005255232464563719,True
2024-06-07,134.85000610351562,374299,0.01773589512087259,True
2024-06-10,134.0,231884,-0.0063033449391401986,True
2024-06-11,134.4499969482422,386672,0.003358186180911771,True
2024-06-12,135.0,378973,0.004090762843003581,True
2024-06-13,132.9499969482422,243228,-0.015185207790798572,True
2024-06-14,133.8000030517578,326457,0.006393427025399134,True
2024-06-17,136.0500030517578,313802,0.016816143114209314,True
2024-06-18,136.1999969482422,430326,0.0011024909453865028,True
2024-06-19,138.1999969482422,274191,0.014684288141063817,True
2024-06-20,137.1999969482422,292176,-0.007235890174256077,True
2024-06-21,135.9499969482422,646749,-0.009110787374664087,True
2024-06-24,143.14999389648438,535196,0.05296062603799334,True
2024-06-25,143.8000030517578,370858,0.004540755731666124,True
2024-06-26,141.39999389648438,288938,-0.0166899103222522,True
2024-06-27,138.5,438876,-0.020509151496904576,True
2024-06-28,138.9499969482422,284590,0.003249075438571669,True
2024-07-01,138.3000030517578,219249,-0.004677897882405135,True
2024-07-02,138.85000610351562,213920,0.003976883872894632,True
2024-07-03,142.75,235771,0.028087819409794212,True
2024-07-04,142.0,139965,-0.005253940455341555,True
2024-07-05,145.0,352760,0.021126760563380254,True
2024-07-08,146.3000030517578,219658,0.008965538287984964,True
2024-07-09,147.39999389648438,296137,0.007518734256877657,True
2024-07-10,147.64999389648438,418633,0.001696065199131347,True
2024-07-11,150.0,291454,0.0159160596048733,True
2024-07-12,158.5500030517578,773133,0.05700002034505203,True
2024-07-15,163.8000030517578,582917,0.033112582144108504,True
2024-07-16,160.5,577198,-0.020146538402170067,True
2024-07-17,159.8000030517578,550084,-0.004361351702443561,True
2024-07-18,161.8000030517578,294915,0.012515644316678953,True
2024-07-19,157.5,355432,-0.02657603813754128,True
2024-07-22,157.5,305767,0.0,True
2024-07-23,157.3000030517578,215293,-0.0012698218936011418,True
2024-07-24,156.1999969482422,247530,-0.006993045659087982,True
2024-07-25,157.25,337436,0.006722170757184731,True
2024-07-26,155.4499969482422,151590,-0.01144676026555047,True
2024-07-29,158.6999969482422,299421,0.02090704447605818,True
2024-07-30,155.5500030517578,319134,-0.019848733188770673,True
2024-07-31,159.0500030517578,237815,0.022500803158682192,True
2024-08-01,160.10000610351562,332120,0.006601716640119326,True
2024-08-02,157.39999389648438,336898,-0.016864535316041818,True
2024-08-05,151.4499969482422,1097279,-0.03780176098453514,True
2024-08-06,150.4499969482422,810641,-0.006602839353913925,True
2024-08-07,156.8000030517578,431601,0.042206754618281384,True
2024-08-08,163.6999969482422,746881,0.044005062258874794,True
2024-08-09,164.0500030517578,490669,0.0021380947467353195,True
2024-08-12,170.4499969482422,548717,0.039012458259236826,True
2024-08-13,171.8000030517578,451904,0.007920247155683846,True
2024-08-14,174.3000030517578,677825,0.014551804165258586,True
2024-08-16,179.85000610351562,599636,0.03184166927472609,True
2024-08-19,179.85000610351562,328555,0.0,True
2024-08-20,175.3000030517578,392563,-0.025298876271035442,True
2024-08-21,179.60000610351562,243304,0.024529395190530767,True
2024-08-22,185.0,405828,0.030066780139038407,True
2024-08-23,181.4499969482422,270648,-0.019189205685177346,True
2024-08-26,180.1999969482422,149185,-0.006888950239864466,True
2024-08-27,179.39999389648438,258011,-0.0044395286642961995,True
2024-08-28,180.0,274034,0.003344515740963949,True
2024-08-29,181.10000610351562,493346,0.00611114501953125,True
2024-08-30,183.10000610351562,527822,0.01104362193591979,True
2024-09-02,181.39999389648438,233328,-0.00928461032420802,True
2024-09-03,176.35000610351562,330569,-0.02783896341171055,True
2024-09-04,177.35000610351562,286690,0.0056705413404578575,True
2024-09-05,174.64999389648438,180996,-0.015224201376431323,True
2024-09-06,170.75,339256,-0.022330340869040732,True
2024-09-09,166.1999969482422,589594,-0.026647162821421988,True
2024-09-10,162.1999969482422,655917,-0.02406738913025175,True
2024-09-11,164.6999969482422,262773,0.015413070573593979,True
2024-09-12,167.75,349982,0.018518537390843415,True
2024-09-13,170.0,339283,0.013412816691505292,True
2024-09-16,172.89999389648438,248018,0.01705878762637858,True
2024-09-17,176.39999389648438,232807,0.020242915694349106,True
2024-09-18,176.35000610351562,216791,-0.0002833775209657441,True
2024-09-19,177.8000030517578,287095,0.008222267638545278,True
2024-09-20,175.6999969482422,897195,-0.01181105774730673,True
2024-09-23,167.60000610351562,528469,-0.04610125774283691,True
2024-09-24,171.5500030517578,288599,0.023568000026220393,True
2024-09-25,172.10000610351562,296240,0.003206080104771969,True
2024-09-26,171.85000610351562,295868,-0.0014526437602194742,True
2024-09-27,174.25,161866,0.013965631720948002,True
2024-09-30,174.14999389648438,341530,-0.0005739231191714822,True
2024-10-01,171.60000610351562,261610,-0.014642479944526832,True
2024-10-02,169.6999969482422,252354,-0.011072314030847297,True
2024-10-03,167.8000030517578,268261,-0.01119619287361484,True
2024-10-04,170.5,402929,0.016090565549092162,True
2024-10-07,168.75,184464,-0.01026392961876832,True
2024-10-08,170.85000610351562,250904,0.012444480613425846,True
2024-10-09,171.60000610351562,268502,0.0043898154709201,True
2024-10-10,168.5500030517578,245708,-0.017773909925841935,True
2024-10-11,161.14999389648438,803224,-0.04390393961014094,True
2024-10-14,160.75,283855,-0.0024821216980083216,True
2024-10-15,165.0,309317,0.026438569206842955,True
2024-10-16,164.9499969482422,216380,-0.00030304879853215727,True
2024-10-17,159.5,220489,-0.03304029735721836,True
2024-10-18,160.4499969482422,332890,0.005956093719386768,True
2024-10-21,156.39999389648438,237582,-0.025241527758110616,True
2024-10-22,158.60000610351562,392406,0.014066574762703343,True
2024-10-23,161.10000610351562,254997,0.015762924992375416,True
2024-10-24,159.3000030517578,201921,-0.011173202877479804,True
2024-10-25,158.6999969482422,199292,-0.0037665165851922255,True
2024-10-28,161.0,150810,0.01449277313160846,True
2024-10-29,162.8000030517578,199776,0.011180143178620039,True
2024-10-30,160.9499969482422,197295,-0.011363673641501482,True
2024-10-31,160.75,314535,-0.0012426029949320627,True
2024-11-04,160.60000610351562,331127,-0.0009330880030131716,True
2024-11-05,161.4499969482422,202230,0.005292595345100404,True
2024-11-06,159.64999389648438,229351,-0.011148981640023536,True
2024-11-07,163.0,180619,0.020983440222914984,True
2024-11-08,161.0,197927,-0.012269938650306789,True
2024-11-12,161.39999389648438,173537,0.002484434139654601,True
2024-11-13,158.5,298741,-0.017967744771690164,True
2024-11-14,161.85000610351562,193776,0.021135685195682097,True
2024-11-15,155.85000610351562,248275,-0.03707136097457131,True
2024-11-18,156.25,184641,0.0025665311570068905,True
2024-11-19,153.60000610351562,243572,-0.016959960937499963,True
2024-11-20,158.0,254542,0.028645792458621866,True
2024-11-21,160.0,260379,0.012658227848101333,True
2024-11-22,160.85000610351562,327118,0.005312538146972745,True
2024-11-25,165.5500030517578,605191,0.029219749890575075,True
2024-11-26,172.1999969482422,404809,0.04016909558379966,True
2024-11-27,164.60000610351562,801468,-0.04413467467720611,True
2024-11-28,164.8000030517578,244593,0.00121504824317209,True
2024-11-29,167.1999969482422,263151,0.014563069490542535,True
2024-12-02,170.1999969482422,197783,0.01794258405954796,True
2024-12-03,179.4499969482422,584973,0.05434782706143593,True
2024-12-04,179.89999389648438,599687,0.002507645337948894,True
2024-12-05,193.0,641582,0.07281826874909991,True
2024-12-06,199.85000610351562,853412,0.03549225960370794,True
2024-12-09,194.3000030517578,545507,-0.027770842543197616,True
2024-12-10,194.0,451480,-0.0015440197995153504,True
2024-12-11,195.60000610351562,352976,0.008247454141833144,True
